2025-01-23 09:00:08,001 - 
Running experiments on Cora
2025-01-23 09:00:08,001 - Run 1/5
2025-01-23 09:00:09,177 - Cora - Epoch 10: Loss=2.8918, Val Acc=0.1560, Test Acc=0.1440
2025-01-23 09:01:56,686 - PubMed - Epoch 50: Loss=1.9369, Val Acc=0.4160, Test Acc=0.4070
2025-01-23 09:01:59,506 - PubMed - Epoch 60: Loss=1.9385, Val Acc=0.2020, Test Acc=0.1830
2025-01-23 09:02:02,183 - PubMed - Epoch 70: Loss=1.9317, Val Acc=0.1960, Test Acc=0.1800
2025-01-23 09:02:04,854 - PubMed - Epoch 80: Loss=1.9343, Val Acc=0.1960, Test Acc=0.1800
2025-01-23 09:02:07,613 - PubMed - Epoch 90: Loss=1.9277, Val Acc=0.3880, Test Acc=0.4130
2025-01-23 09:02:10,272 - PubMed - Epoch 100: Loss=1.9379, Val Acc=0.3880, Test Acc=0.4130
2025-01-23 09:02:12,955 - PubMed - Epoch 110: Loss=1.9411, Val Acc=0.2300, Test Acc=0.2290
2025-01-23 09:02:15,712 - PubMed - Epoch 120: Loss=1.9275, Val Acc=0.3880, Test Acc=0.4120
2025-01-23 09:02:18,462 - PubMed - Epoch 130: Loss=1.9471, Val Acc=0.1960, Test Acc=0.1800
2025-01-23 09:02:21,159 - PubMed - Epoch 140: Loss=1.9344, Val Acc=0.1960, Test Acc=0.1800
2025-01-23 09:02:23,848 - PubMed - Epoch 150: Loss=1.9327, Val Acc=0.1960, Test Acc=0.1800
2025-01-23 09:02:26,576 - PubMed - Epoch 160: Loss=1.9321, Val Acc=0.3880, Test Acc=0.4120
2025-01-23 09:02:29,346 - PubMed - Epoch 170: Loss=1.9293, Val Acc=0.3880, Test Acc=0.4130
2025-01-23 09:02:32,054 - PubMed - Epoch 180: Loss=1.9311, Val Acc=0.3540, Test Acc=0.3490
2025-01-23 09:02:34,778 - PubMed - Epoch 190: Loss=1.9345, Val Acc=0.4080, Test Acc=0.4080
2025-01-23 09:02:37,466 - PubMed - Epoch 200: Loss=1.9373, Val Acc=0.3900, Test Acc=0.4130
2025-01-23 09:02:37,467 - Run 3/5
2025-01-23 09:02:40,333 - PubMed - Epoch 10: Loss=1.9218, Val Acc=0.4160, Test Acc=0.4070
2025-01-23 09:02:43,018 - PubMed - Epoch 20: Loss=1.9259, Val Acc=0.3860, Test Acc=0.4130
2025-01-23 09:02:45,698 - PubMed - Epoch 30: Loss=1.9323, Val Acc=0.1960, Test Acc=0.1800
2025-01-23 09:02:48,386 - PubMed - Epoch 40: Loss=1.9368, Val Acc=0.1960, Test Acc=0.1800
2025-01-23 09:02:51,082 - PubMed - Epoch 50: Loss=1.9318, Val Acc=0.3840, Test Acc=0.4120
2025-01-23 09:02:53,885 - PubMed - Epoch 60: Loss=1.9333, Val Acc=0.3880, Test Acc=0.4130
2025-01-23 09:02:56,597 - PubMed - Epoch 70: Loss=1.9309, Val Acc=0.4160, Test Acc=0.4110
2025-01-23 09:02:59,289 - PubMed - Epoch 80: Loss=1.9310, Val Acc=0.3060, Test Acc=0.2630
2025-01-23 09:03:01,986 - PubMed - Epoch 90: Loss=1.9327, Val Acc=0.4160, Test Acc=0.4050
2025-01-23 09:03:04,773 - PubMed - Epoch 100: Loss=1.9359, Val Acc=0.4160, Test Acc=0.4070
2025-01-23 09:03:07,495 - PubMed - Epoch 110: Loss=1.9321, Val Acc=0.3820, Test Acc=0.4080
2025-01-23 09:03:10,212 - PubMed - Epoch 120: Loss=1.9322, Val Acc=0.2420, Test Acc=0.2240
2025-01-23 09:03:12,920 - PubMed - Epoch 130: Loss=1.9322, Val Acc=0.4160, Test Acc=0.4070
2025-01-23 09:03:15,636 - PubMed - Epoch 140: Loss=1.9302, Val Acc=0.4160, Test Acc=0.4070
2025-01-23 09:03:18,368 - PubMed - Epoch 150: Loss=1.9343, Val Acc=0.4160, Test Acc=0.4070
2025-01-23 09:03:21,089 - PubMed - Epoch 160: Loss=1.9341, Val Acc=0.4160, Test Acc=0.4070
2025-01-23 09:03:23,816 - PubMed - Epoch 170: Loss=1.9327, Val Acc=0.3880, Test Acc=0.4130
2025-01-23 09:03:26,643 - PubMed - Epoch 180: Loss=1.9373, Val Acc=0.3880, Test Acc=0.4130
2025-01-23 09:03:29,343 - PubMed - Epoch 190: Loss=1.9335, Val Acc=0.4160, Test Acc=0.4070
2025-01-23 09:03:32,038 - PubMed - Epoch 200: Loss=1.9355, Val Acc=0.4160, Test Acc=0.4070
2025-01-23 09:03:32,038 - Run 4/5
2025-01-23 09:03:34,959 - PubMed - Epoch 10: Loss=1.9353, Val Acc=0.1960, Test Acc=0.1800
2025-01-23 09:03:37,743 - PubMed - Epoch 20: Loss=1.9345, Val Acc=0.3880, Test Acc=0.4130
2025-01-23 09:03:40,462 - PubMed - Epoch 30: Loss=1.9294, Val Acc=0.3880, Test Acc=0.4140
2025-01-23 09:03:43,176 - PubMed - Epoch 40: Loss=1.9323, Val Acc=0.4160, Test Acc=0.4070
2025-01-23 09:03:45,884 - PubMed - Epoch 50: Loss=1.9300, Val Acc=0.3840, Test Acc=0.3770
2025-01-23 09:03:48,676 - PubMed - Epoch 60: Loss=1.9347, Val Acc=0.1960, Test Acc=0.1800
2025-01-23 09:03:51,397 - PubMed - Epoch 70: Loss=1.9382, Val Acc=0.3880, Test Acc=0.4130
2025-01-23 09:03:54,186 - PubMed - Epoch 80: Loss=1.9349, Val Acc=0.3880, Test Acc=0.4130
2025-01-23 09:03:56,894 - PubMed - Epoch 90: Loss=1.9313, Val Acc=0.3580, Test Acc=0.3250
2025-01-23 09:03:59,608 - PubMed - Epoch 100: Loss=1.9336, Val Acc=0.3860, Test Acc=0.4130
2025-01-23 09:04:02,322 - PubMed - Epoch 110: Loss=1.9374, Val Acc=0.4120, Test Acc=0.4070
2025-01-23 09:04:05,105 - PubMed - Epoch 120: Loss=1.9396, Val Acc=0.4160, Test Acc=0.4080
2025-01-23 09:04:07,813 - PubMed - Epoch 130: Loss=1.9357, Val Acc=0.3880, Test Acc=0.4130
2025-01-23 09:04:10,557 - PubMed - Epoch 140: Loss=1.9307, Val Acc=0.3880, Test Acc=0.4130
2025-01-23 09:04:13,363 - PubMed - Epoch 150: Loss=1.9270, Val Acc=0.2000, Test Acc=0.1810
2025-01-23 09:04:16,081 - PubMed - Epoch 160: Loss=1.9392, Val Acc=0.1960, Test Acc=0.1800
2025-01-23 09:04:18,809 - PubMed - Epoch 170: Loss=1.9324, Val Acc=0.1960, Test Acc=0.1800
2025-01-23 09:04:21,523 - PubMed - Epoch 180: Loss=1.9265, Val Acc=0.1960, Test Acc=0.1800
2025-01-23 09:04:24,242 - PubMed - Epoch 190: Loss=1.9319, Val Acc=0.4160, Test Acc=0.4070
2025-01-23 09:04:27,020 - PubMed - Epoch 200: Loss=1.9387, Val Acc=0.3880, Test Acc=0.4130
2025-01-23 09:04:27,020 - Run 5/5
2025-01-23 09:04:29,873 - PubMed - Epoch 10: Loss=1.9425, Val Acc=0.3860, Test Acc=0.4100
2025-01-23 09:04:32,634 - PubMed - Epoch 20: Loss=1.9426, Val Acc=0.3880, Test Acc=0.4130
2025-01-23 09:04:35,380 - PubMed - Epoch 30: Loss=1.9344, Val Acc=0.3880, Test Acc=0.4130
2025-01-23 09:04:38,088 - PubMed - Epoch 40: Loss=1.9357, Val Acc=0.3880, Test Acc=0.4130
2025-01-23 09:04:40,820 - PubMed - Epoch 50: Loss=1.9375, Val Acc=0.4160, Test Acc=0.4080
2025-01-23 09:04:43,534 - PubMed - Epoch 60: Loss=1.9350, Val Acc=0.1960, Test Acc=0.1800
2025-01-23 09:04:46,251 - PubMed - Epoch 70: Loss=1.9386, Val Acc=0.4160, Test Acc=0.4040
2025-01-23 09:04:48,972 - PubMed - Epoch 80: Loss=1.9433, Val Acc=0.4160, Test Acc=0.4070
2025-01-23 09:04:51,828 - PubMed - Epoch 90: Loss=1.9396, Val Acc=0.3680, Test Acc=0.3870
2025-01-23 09:04:54,560 - PubMed - Epoch 100: Loss=1.9312, Val Acc=0.1960, Test Acc=0.1800
2025-01-23 09:04:57,334 - PubMed - Epoch 110: Loss=1.9355, Val Acc=0.1960, Test Acc=0.1800
2025-01-23 09:05:00,127 - PubMed - Epoch 120: Loss=1.9316, Val Acc=0.4160, Test Acc=0.4060
2025-01-23 09:05:02,854 - PubMed - Epoch 130: Loss=1.9381, Val Acc=0.3920, Test Acc=0.4020
2025-01-23 09:05:05,690 - PubMed - Epoch 140: Loss=1.9343, Val Acc=0.3880, Test Acc=0.4140
2025-01-23 09:05:08,409 - PubMed - Epoch 150: Loss=1.9374, Val Acc=0.1960, Test Acc=0.1800
2025-01-23 09:05:11,310 - PubMed - Epoch 160: Loss=1.9350, Val Acc=0.1960, Test Acc=0.1800
2025-01-23 09:05:14,022 - PubMed - Epoch 170: Loss=1.9278, Val Acc=0.3880, Test Acc=0.4130
2025-01-23 09:05:16,739 - PubMed - Epoch 180: Loss=1.9328, Val Acc=0.3880, Test Acc=0.4130
2025-01-23 09:05:19,456 - PubMed - Epoch 190: Loss=1.9344, Val Acc=0.4160, Test Acc=0.4070
2025-01-23 09:05:22,252 - PubMed - Epoch 200: Loss=1.9338, Val Acc=0.1960, Test Acc=0.1800
2025-01-23 09:05:22,253 - PubMed Results:
2025-01-23 09:05:22,253 - Validation: 0.4168 ± 0.0018
2025-01-23 09:05:22,253 - Test: 0.4072 ± 0.0004
